n,error,dist,nabla,sigma,hv
1862,90,163.845984124,125768705.628,989334.764702,92718952.2371
1785,91,1029.78961084,125768705.628,975436.576396,92676129.7068
1451,72,1444.94795268,125768705.628,1068237.88586,92612667.7808
2044,88,714.451351327,125768705.628,985343.68706,92683055.295
2017,90,726.179624218,154853386.422,986106.910747,92690871.4254
1872,89,200.625850627,154853386.422,997006.592387,92724453.2576
1873,86,795.843923262,154853386.422,1003691.42592,92631506.3417
2011,91,553.894510804,154853386.422,981910.008606,92666368.1754
1749,84,1099.93919455,154853386.422,1001771.47071,92639441.828
1230,62,869.364461428,125754344.977,1140915.49955,92682175.3906
1755,86,745.022753692,154853386.422,998382.219789,92662795.1468
1932,86,148.267465638,125768705.628,1009621.7431,92715496.4685
2028,88,846.740747109,154853386.422,984936.251513,92672308.8982
1949,86,270.896552113,154853386.422,1011604.06474,92709029.3982
1946,90,277.311660583,125768705.628,991601.938674,92723739.1171
2273,91,596.054592287,125768705.628,978532.807849,92684732.9374
1837,85,616.295480564,126042539.175,998309.658057,92680373.4456
2127,90,70.9482032261,125768705.628,993662.161774,92723229.2111
409,14,10004.1151114,134592971.547,1865511.76757,91470962.1536
1889,92,186.193832663,143479929.175,982793.378733,92721831.1678
1722,87,743.149664779,125768705.628,1004751.68607,92656025.0187
1706,86,944.059230557,154853386.422,1007038.27,92651774.0679
1972,92,371.687089716,125754344.977,979575.385169,92723406.9023
1777,87,969.41935987,154853386.422,980448.476001,92671500.3274
2089,92,125.323144505,154853386.422,978634.755602,92724493.1673
1855,89,1195.25002461,125768705.628,968082.630782,92661714.882
1952,94,148.566811246,154853386.422,972215.14019,92724740.2425
938,49,3932.819107,154833482.229,1217758.09633,92590811.284
1929,87,466.859774957,154853386.422,1009381.13126,92654547.9077
2015,90,132.851111394,125768705.628,987405.419044,92721786.0161
1760,82,1488.64206203,125768705.628,1013775.04933,92635386.49
2087,90,1032.35193635,154853386.422,977664.866309,92653345.8159
1834,82,764.098092873,154843519.455,1031819.36142,92651581.3274
1197,61,896.590063417,142164862.261,1176632.05476,92532355.3889
1715,84,952.12100963,154853386.422,1010040.6775,92644988.7875
1423,65,2523.25339062,154843519.455,1094613.70687,92595653.4869
1989,88,177.547946229,154853386.422,1000460.21466,92713550.1615
1742,92,211.70306175,154853386.422,978674.106117,92694361.7177
1835,92,648.731019816,154853386.422,975336.437143,92704683.4823
1896,86,806.689347256,133752119.363,996996.721664,92665104.9505
1921,85,1137.37864371,154853386.422,988276.414634,92659164.2843
2015,93,251.606911485,154853386.422,973673.14283,92715782.2553
2169,91,133.556053872,125768705.628,991523.840236,92723094.0978
1211,57,2321.08212578,138658221.149,1153506.60022,92597030.2021
1293,57,1557.92359786,124600928.647,1185876.91432,92649634.7221
2062,87,715.768379116,154853386.422,995717.921976,92684289.1299
1670,82,792.254768663,154853386.422,1029377.11564,92652294.1573
2101,87,143.782407585,154853386.422,1007475.11436,92719248.7327
