n,error,dist,nabla,sigma,hv
1910,87,829.997742583,154853386.422,1003643.99969,92651962.1027
2007,93,378.537819408,154853386.422,980799.679035,92703281.1136
2034,86,852.396360282,154853386.422,1006899.64081,92656037.3632
1998,92,288.164856057,125754344.977,981748.124664,92702649.279
1383,64,1973.88372141,124600928.647,1142551.12507,92652673.5402
2064,92,436.782608998,154853386.422,983886.660351,92712440.9003
2143,93,1.39514351477,125768705.628,983847.191708,92722826.8337
1837,91,734.88235923,154853386.422,984878.105503,92661734.889
1783,87,1200.24728812,154853386.422,980907.574658,92681257.8517
931,37,5866.69077714,124412815.102,1349832.96105,92528375.6269
1952,90,291.074163784,154853386.422,992787.013237,92697851.4332
1789,86,692.330280263,154853386.422,1002706.10959,92661370.4082
2136,93,166.542483788,154853386.422,977432.79003,92720149.932
1971,92,92.2478264464,125768705.628,976463.84189,92723660.8067
1796,85,973.941578908,154853386.422,1000324.00358,92647697.0275
1968,96,96.9764455207,154853386.422,976444.36346,92723390.5845
1767,82,1854.54178972,133752119.363,1002934.1313,92583444.5373
2036,93,298.156526515,125768705.628,976385.918164,92697360.791
2220,93,155.146608492,125768705.628,979612.531915,92724210.1761
1830,89,677.087272197,154853386.422,990748.891517,92685840.8109
980,58,4230.47923327,138668477.231,1116928.32242,92558740.3236
1878,91,638.823917798,154853386.422,983799.985845,92656978.3282
1887,90,9.49090909098,154853386.422,1005867.2455,92721428.7314
1926,91,938.810257864,154853386.422,967255.716423,92689173.944
2103,87,777.563353286,154853386.422,1003479.16528,92651889.5963
1887,94,998.178075807,154853386.422,953100.999151,92696063.0714
2076,93,69.98468299,154853386.422,979633.3468,92717342.0775
1773,89,492.320628238,133752119.363,999016.546492,92703353.7962
1816,87,768.731988383,125768705.628,1001370.36136,92652088.7633
