n,hit,dist,nabla,sigma,hv
2276,95,55.3073594299,154853386.422,974464.663262,92720945.5982
1390,65,2654.89193113,138686358.665,1088197.15307,92658866.054
2037,91,473.03097822,154853386.422,992528.899916,92676228.6017
2278,96,654.020855149,154853386.422,956024.489681,92700550.8519
1965,91,667.967110152,154853386.422,980776.385802,92666857.6299
2250,97,95.9491526656,154853386.422,963996.627845,92725751.2269
2060,97,86.4219425005,154853386.422,969265.639119,92723628.4511
2188,96,168.262156681,154853386.422,962976.524307,92724176.7506
1303,60,1565.60374083,153679636.402,1179853.63995,92569049.0516
2230,96,579.740745407,154853386.422,950105.637532,92682072.05
2267,89,970.672456841,154853386.422,982747.076702,92652004.7212
